ID,location_name,lat,long
2359488,,12.06911,-1.87076
2359489,,12.78333,-2.46667
2359490,,12.2,-0.36667
2359491,,10.83333,-5.36667
2359492,,13.4309,-1.53542
2359493,"Kindogo,Kinogo",12.87389,-1.15584
2359494,,13.22689,-2.18873
2359495,"Kindi,Kindia",12.4386,-2.03279
2359496,,12.70587,-1.69202
2359497,Kimini,10.1,-4.78333
2359498,,11.29758,-4.23616
2359499,Kilou,13.31433,-1.6706
2359500,"Kilongota,Kolongota",13.24367,-2.61003
2359501,,12.9,0.73333
2359502,"Kelsmogo,Kilissimoko,Klissimoko",13.78179,-2.37712
2359503,,13.23823,-2.61392
2359504,"Biliguiri,Kiligiri,Kiliguiri",12.00396,-1.19469
2359505,,13.72342,-2.13946
2359506,,11.95323,-4.59935
2359507,,13.55393,-0.7393
2359508,,13.72561,-0.30078
2359509,,13.00509,-4.1911
2359510,,13.14132,-4.29445
2359511,"Kikilma,Kilima",12.7052,-1.85463
2359512,Kikigogo,12.38333,-2.36667
2359513,Kietou,11.96667,-3.3
2359514,,11.0,-2.65
2359515,,13.08552,-1.71978
2359516,"Kietanga,Kiraitenga,Kiraïtenga",13.12944,-2.66866
2359517,,12.68333,-2.71667
2359518,Kierma,12.02121,-1.25247
2359519,,11.6,-1.7
2359520,"Kiere,Kiéré,Tiere,Tiéré",11.65,-3.48333
2359521,,11.6,-2.55
2359522,,9.75,-3.03333
2359523,,11.11578,-4.41384
2359524,,11.51562,-4.68382
2359525,"Kien,Kyin",10.21667,-3.86667
2359526,,13.31282,-0.80191
2359527,Kiembara,13.23953,-2.73111
2359528,"Kiella,Kiélla,Kyella,Kyèlla",13.54427,-1.60758
2359529,,11.4,-1.13333
2359530,,12.0,-2.61667
2359531,,13.89781,-0.86201
2359532,,10.56667,-4.26667
2359533,,12.23333,-3.65
2359534,,11.48333,-2.63333
2359535,,12.48333,-0.96667
2359536,,12.13333,-2.55
2359537,,11.92054,-4.46643
2359538,"Kie,Kié",13.1011,-4.13209
2359539,"Kie,Kié,Tie,Tié",12.11173,-4.05319
2359540,,11.58333,-3.28333
2359541,,13.08144,-1.97546
2359542,,13.15938,-1.9397
2359543,,12.78333,-3.15
2359544,,13.21534,-2.24911
2359545,,11.86497,-4.47922
2359546,,9.45,-2.78333
2359547,,11.6,-1.61667
2359548,,11.55,-1.91667
2359549,,11.7,-1.76667
2359550,,11.68333,-1.76667
2359551,,11.05,-2.33333
2359552,"Khyon,Kyon,Tion",12.27971,-2.57226
2359553,"Kassombode,Kassombodé,Kessembode,Kessembodé,Kessombode,Kessombodé,Kesson Bode,Kesson Bodé",13.63455,-2.83511
2359554,,12.0,-3.3
2359555,"Keryaogen,Keryaoguen,Keryaoguin,Kéryaogen,Kéryaoguen,Kéryaoguin",12.21499,-1.53839
2359556,,12.66243,1.50525
2359557,,13.58114,0.80982
2359558,"Kerena,Kirina,Kéréna",12.56667,-3.83333
2359559,,10.63333,-3.21667
2359560,,12.602,-4.1753
2359561,,11.95,-3.71667
2359562,,14.3412,-1.95005
2359563,,12.73333,-0.8
2359564,Kinessoumdi,13.52958,-0.73511
2359565,,13.95826,-2.19539
2359566,,12.81667,-2.7
2359567,,13.28659,-2.26021
2359568,"Kene Kene,Kini-Kini,Kéné Kéné",12.76667,-4.18333
2359569,"Kenedougou,Kenedougou Province,Kènèdougou,Kénédougou,Kénédougou Province,Province du Kenedougou,Province du Kénédougou",11.41667,-5.0
2359570,,12.83333,-2.68333
2359571,,10.25,-2.83333
2359572,"Keme,Kémé,Tieme,Tiémé",13.0534,-4.0472
2359573,,10.95,0.51667
2359574,,14.05127,-1.90122
2359575,,12.26667,-2.51667
2359576,,14.4446,-0.2186
2359577,,11.69773,-2.32811
2359578,"Kelegom,Keleguem,Kelekom,Kelgueme,Kieleguem,Kiéléguem,Kélégom,Kéléguem,Kélékom",13.16807,-2.17075
2359579,,10.0,-3.95
2359581,"Keleso,Kelesso,Kouelimanghanfesso,Kouélimanghanfesso,Kélesso,Kéléso",10.94804,-3.98268
2359582,,11.08123,-4.86441
2359583,,13.75919,-0.01866
2359584,,13.85414,-1.11371
2359585,,10.28333,-3.11667
2359586,"Kelbo,Kelbo Foulbes,Kelbo Foulces,Kèlbo Foulbés,Kèlbo Foulcés",13.86584,-1.16084
2359587,,10.56667,-5.1
2359588,,10.3,-4.3
2359589,,13.25796,0.40793
2359590,,13.92089,-2.43901
2359591,"Keka,Kekaba,Kéka,Kékaba",12.2,-3.68333
2359592,"Kedeyede,Kedeyende,Kiedeyende,Kiédéyendé,Kédeyèndé,Kédéyèdé",13.51924,-1.53644
2359593,,10.5,-4.81667
2359594,,10.5,-2.95
2359595,,13.01513,-2.05955
2359596,,11.73333,-1.05
2359597,Kayon,13.4811,-1.41856
2359598,,11.98333,-1.85
2359599,Kayo,11.76667,-3.15
2359600,"Kaya,Kayo",11.35,-2.88333
2359601,,14.1996,-1.35881
2359602,"Kayero-Bo,Kayerobou,Kayérobou",11.23333,-2.05
2359603,"Kaiera,Kayero,Kayoro,Kayéro,Kaïera",11.21667,-2.06667
2359604,,13.37552,-2.25713
2359605,"Kaiboulo,Kayebila,Kayébila,Kaïboulo",13.5381,-1.11604
2359606,Kayao,12.01295,-1.8419
2359607,,12.44243,-2.4409
2359608,"Kaja,Kaya,XKY,ka ya,kaya  brkyna fasw,Кая,کایا، برکینا فاسو,卡亞",13.09167,-1.08444
2359609,,11.8297,-4.73785
2359610,,11.05,-1.01667
2359611,,11.21667,-2.41667
2359612,,13.00039,-2.89573
2359613,,10.36667,-3.03333
2359614,,11.78333,-0.4
2359615,,12.51667,-0.8
2359616,,12.13333,-2.11667
2359617,Katierla,10.4,-4.88333
2359618,"Kantion,Katian,Katiou",11.43333,-1.81667
2359619,,11.32225,-5.12652
2359620,Kati,11.08333,-1.75
2359621,,12.60464,-1.40616
2359622,"Kachirga,Katchirga,Katjirka",14.03872,0.10679
2359623,,12.76667,-4.01667
2359624,,12.63398,-1.72306
2359625,,11.83189,-5.16023
2359626,,11.66667,-1.26667
2359627,,11.56239,-4.94588
2359628,"Katabtenga,Kataptenga",12.50639,-1.56216
2359629,"Kasso,Kassoum,Kassoum Department",13.0788,-3.3024
2359630,,11.3,-1.2
2359631,,11.46667,-1.26667
2359632,"Kassa,Kasson,Kassou",12.25,-2.3
2359633,,11.16667,-0.88333
2359634,,11.06667,-0.91667
2359635,,11.56667,-1.73333
2359636,,10.46667,-3.85
2359637,,10.30267,-3.5612
2359638,,10.41667,-5.13333
2359639,,13.1717,-2.43388
2359640,"Kasseba,Kasseba-Samo,Kasséba,Kasséba-Samo",13.16786,-2.43337
2359641,"Kasande,Kasandé,Kassande,Kassandé",10.53064,-4.28739
2359642,"Diouroum-Kassoum,Diouroun-Kassoun,Kassan",13.0,-3.03333
2359643,,11.53333,-3.75
2359644,,11.19677,-4.89213
2359645,,12.47075,-1.56166
2359646,,12.7,-2.38333
2359647,,13.19568,-0.93066
2359648,,14.03874,-0.11743
2359649,,12.78708,1.0762
2359650,Kirgou,12.7933,1.073
2359651,,11.14797,-5.25537
2359652,,13.36525,0.35989
2359653,,14.3804,-0.7706
2359654,,12.51404,-3.2216
2359655,,11.4,-3.81667
2359656,"Caro,Karo",12.36206,-3.30395
2359657,,11.51941,-4.5025
2359658,,12.03333,-0.4
2359659,,13.45191,0.91321
2359660,,13.70816,-2.35369
2359661,"Karma,Karna",11.45913,-5.02296
2359662,,13.2015,-0.7551
2359663,,12.45,-3.15
2359664,,12.41667,-3.16667
2359665,,12.2989,-3.55132
2359666,"Kari,Kary",11.38791,-3.62125
2359667,,13.76158,0.0517
2359668,Kargou,11.15,-0.5
2359669,Kargo,13.49548,-1.51876
2359670,,11.68333,-0.73333
2359671,,13.81783,-0.07911
2359672,,14.14229,-2.53198
2359673,"Karfiguela,Karfiguéla",10.7,-4.81667
2359674,"Karetokosel,Karetokossel,Karétokosel,Karétokossel,Kware Tokossel,Kwaré Tokossel",13.396,-3.1997
2359675,,12.78333,-2.1
2359676,,13.10403,-1.67026
2359677,,13.33586,1.15107
2359678,,12.91667,0.28333
2359679,,12.63333,-0.03333
2359680,,13.2082,-3.832
2359681,"Karekoui,Karekui,Karekuy,Karékoui,Karékui,Karékuy",12.88333,-3.88333
2359682,,12.31667,-0.11667
2359683,,12.2,-0.01667
2359684,,12.38333,-0.6
2359685,,12.21667,-0.43333
2359686,,12.13333,-0.36667
2359687,,12.03699,-1.45548
2359688,,11.55,-3.55
2359689,,14.20603,-1.13007
2359690,,14.0846,-1.60945
2359691,,10.46667,-5.23333
2359692,,12.5443,-3.99349
2359693,"Kagapossogo,Karapessego,Karapességo",13.17287,-2.37746
2359694,"Karaoual Sene,Karaoual Séné,Karawal Sene,Karawal Séné",14.30153,-1.85303
2359695,"Karangasso,Karankasso",11.22191,-4.64423
2359696,"Karankaso,Karankasso",10.87875,-3.93595
2359697,"Karankaso,Karankasso",10.35,-3.6
2359698,,11.8073,-4.82418
2359699,"Karagtangen,Karaktanguen,Karaktanguin,Karangtenga",12.15901,-1.48487
2359700,,12.60151,1.92171
2359701,,11.38454,-4.03349
2359702,,11.9,-2.41667
2359703,Karaba,11.38333,-2.8
2359704,,11.11667,-1.18333
2359705,,12.96402,-1.99797
2359706,,12.73676,-1.48643
2359707,,11.25,-3.55
2359708,,10.81667,-5.23333
2359709,,10.38333,-4.81667
2359710,,10.46667,-5.26667
2359711,Kapa,11.46667,-2.63333
2359712,,14.14777,-1.72965
2359713,,12.68333,-2.41667
2359714,,13.0,-2.88333
2359715,,12.36667,-2.16667
2359716,,11.78333,-1.4
2359717,"Kaogen,Kaoghin,Kaohghin,Kaongen,Kaonghin,Kaonguen,Kaonguin",12.61979,-1.72629
2359718,"Kaoken,Koaken,Koakin",12.40731,-1.7001
2359719,,13.50149,-2.26559
2359720,,12.3,-0.83333
2359721,"Kanvara,Kawara",10.63333,-5.21667
2359722,,11.48874,-4.55525
2359723,"Kanchari,Kantchari,XKA",12.47558,1.51162
2359724,,12.53222,1.44758
2359725,,11.34677,-4.23446
2359726,,14.11305,-2.60846
2359727,,13.2566,-4.1418
2359728,,12.68333,-3.78333
2359729,"Kansara,Kanseora,Kanséora",10.83701,-2.95972
2359730,,13.26633,-0.09452
2359731,"Kampenga,Kanpenga",12.59655,-1.11296
2359732,,12.08333,-0.31667
2359733,,11.15,-0.15
2359734,,12.6,-2.51667
2359735,,10.65,-5.38333
2359736,,12.91667,0.93333
2359738,,12.63057,2.15985
2359739,,12.34853,2.05404
2359740,,11.26667,-2.3
2359741,,10.4,-4.51667
2359742,,9.98333,-3.06667
2359743,,12.62486,1.46525
2359744,,11.10779,-4.09435
2359745,"Kankano,Kankono,Karakoro",12.45,-3.33333
2359746,"Kancognan,Kankonion,Koncognan",10.00453,-3.80721
2359747,,12.81667,0.01667
2359748,,12.48806,1.03457
2359749,"Kamkande,Kamkandé,Kankande,Kankannde,Kankanndé",13.21526,-1.04684
2359751,,10.36667,-2.9
2359752,,12.45182,1.36445
2359753,"Kankanfogou,Kankanfogwol",13.68256,0.60092
2359754,,13.48227,0.43023
2359755,,13.1187,-3.1993
2359756,,11.25,-3.18333
2359757,,12.02333,1.97536
2359758,,12.64967,0.78103
2359759,,13.74413,-0.714
2359760,,13.11371,-0.29228
2359761,,12.75,-0.85
2359762,"Kangalaba,Kankala,Kankalaba",10.75,-5.28333
2359763,,13.05113,0.31843
2359764,,12.15,-3.13333
2359765,,10.46667,-5.13333
2359766,,10.61667,-5.33333
2359767,,10.4,-3.25
2359768,,11.93374,-4.81303
2359769,,10.78333,-5.33333
2359770,,11.4,-3.46667
2359771,,10.65,-5.23333
2359772,,11.2,-0.26667
2359773,"Kanhire,Kanhiré",11.17158,-0.20588
2359774,,13.6001,-1.55423
2359775,,13.2371,-2.27841
2359776,,10.55,-5.28333
2359777,"Kangounadeni,Kangounadéni",10.48333,-4.61667
2359778,,10.66667,-5.43333
2359779,"Kangaye,Kongaye",12.78333,-0.13333
2359780,,13.39893,-0.2673
2359781,,12.81412,1.30756
2359782,"Kangala,Kankala",10.96667,-5.25
2359783,,13.08673,-0.04217
2359784,,12.48253,1.50323
2359785,Kando,12.34306,-0.49528
2359786,"Kambiadou,Kandiadou",10.5,-4.81667
2359787,,11.7,-3.7
2359788,,13.07425,-1.08868
2359789,"Kanday,Kandaye",13.73444,-2.73324
2359790,,12.23333,-0.63333
2359791,,12.15,-0.56667
2359792,,12.78267,-2.50395
2359793,,11.68333,-1.46667
2359794,,12.22546,1.81213
2359795,,12.95,-0.25
2359796,,11.75,-1.23333
2359797,,10.51667,-5.08333
2359798,,13.26667,-0.35
2359800,,9.95,-3.01667
2359801,,10.3,-3.95
2359802,,11.45,-0.45
2359803,,12.0,-0.45
2359804,,12.33333,-3.06667
2359805,"Kan,Kana",11.86667,-3.36667
2359806,,11.48333,-1.36667
2359807,Kamtenga,13.35481,-1.8309
2359808,,12.5,-0.75
2359809,,11.88333,-0.33333
2359810,,12.21667,-2.28333
2359811,,12.05,-2.08333
2359812,,13.28746,-1.09971
2359813,,12.08333,-0.3
2359814,,13.58207,-1.64208
2359816,,12.60565,1.55577
2359817,Kampti,10.14641,-3.45425
2359818,"Compo-Yorgo,Kampoueyorgho,Kampouéyorgho",11.86667,-0.38333
2359819,Kampoaga,11.78333,-0.21667
2359820,Kampiti,14.03306,0.01849
2359821,,12.43333,-0.45
2359822,"Kamina,Kamona",12.93333,-3.33333
2359823,,14.94729,-0.07011
2359824,"Kambondogue,Kambondogué,Kammbondogue,Kammbondogué",13.73862,-2.29921
2359825,Kamissi,13.23095,-0.24311
2359826,,13.3106,-0.50927
2359827,,12.56667,-3.78333
2359828,,12.18333,-2.45
2359829,"Kamgouamtenga,Kamgwamtenga",12.92385,-1.64826
2359830,,10.68955,-3.72581
2359831,,14.60927,-1.06915
2359832,,11.83333,-3.85
2359833,"Kamboinse,Kamboinsé,Kamboise",12.4486,-1.56279
2359834,"Kambarideni,Kambaridéni,Kambarive",12.43071,1.53091
2359835,,12.63333,-2.98333
2359836,,10.03333,-2.78333
2359837,,13.2814,-3.9714
2359838,"Kamadena,Kamadéna,Kamandena,Kamandéna",12.38333,-3.53333
2359839,,10.43333,-3.01667
2359840,,12.6184,-4.0111
2359841,,10.21667,-3.31667
2359842,,12.12696,-1.63298
2359843,,12.11667,-2.61667
2359844,Kalwaka,12.56667,-2.18333
2359845,,12.08333,-2.16667
2359846,,12.13333,-2.63333
2359847,,10.23333,-2.93333
2359848,,13.0,-2.01667
2359849,,12.13333,-0.46667
2359850,,11.73333,-1.3
2359851,Kalsaka,13.18083,-1.97944
2359852,,13.38417,-2.28442
2359853,,11.96667,-1.33333
2359854,"Boalen,Boalin,Kalouguyesse,Kalouguyéssé,Kalougyese,Kalougyésé",12.6262,-1.24059
2359855,"Kalouenga,Kalouènga",12.1,-0.33333
2359856,,12.03333,-0.36667
2359857,,12.33333,-0.43333
2359858,"Kalo Tampane,Kalo Tampané,Kolgotanpane,Kolgotanpané,Tamperi,Tampéri",11.5,0.06667
2359859,,13.73804,-0.53639
2359860,,12.21667,-0.03333
2359861,"Kaloganogo,Kologanogo",12.60912,-1.1202
2359862,,13.73078,-2.67359
2359863,,13.71419,-0.18984
2359864,"Kalao,Kalo,Koalo",11.51667,-2.56667
2359865,,12.12264,2.05075
2359866,,12.9,-2.63333
2359867,,13.13707,-0.54981
2359868,"Foret Classee de Kalio,Foret Classee de Kalyo,Forêt Classée de Kalio,Forêt Classée de Kalyo",12.0,-2.83333
2359869,,13.55461,-0.36254
2359870,,11.95,-2.78333
2359871,,10.01667,-3.68333
2359872,,13.16497,0.87119
2359873,,11.53333,-1.06667
2359874,"Kalindi,Kalindou",11.08333,-2.6
2359875,,13.43962,0.88044
2359876,Kaligri,12.32266,-1.87223
2359877,,12.28333,0.13333
2359878,,11.81667,-1.41667
2359879,,12.75,-0.03333
2359880,,13.85838,-1.98283
2359881,,13.71898,-2.25022
2359882,,12.61667,-0.7
2359883,"Kaledougou,Kalédougou,Kotedougou,Kotédougou",11.79039,-4.0822
2359884,,12.88333,-3.53333
2359885,,12.55,-4.38333
2359886,,10.26667,-3.3
2359887,,11.91667,-1.76667
2359888,,11.68333,-0.13333
2359889,,9.83333,-3.11667
2359890,,10.03333,-3.41667
2359891,Kalanbouli,11.83333,-3.01667
2359892,,12.85,-2.51667
2359893,Kalamondo,11.9,-0.36667
2359894,"Kalambaogo,Katambaogo,Katombaogo",13.18981,-1.03979
2359895,,11.63333,-1.08333
2359896,,13.54702,-1.44884
2359897,"Kalabo,Kalaho",12.46667,-2.81173
2359898,,11.9,-1.61667
2359899,,11.3,-1.6
2359900,Kakoumana,10.23333,-4.93333
2359901,,12.26667,-0.4
2359902,,11.98333,-1.53333
2359903,,12.0,0.21667
2359904,,11.09758,-4.86311
2359905,"Ka I-n,Kain",14.04405,-2.75877
2359906,,11.87679,-4.94822
2359907,,14.16367,-2.32037
2359908,"Kaibo,Kaibo Niaogo,Kaïbo,Kaïbo Niaogo",11.75417,-1.00722
2359909,Kaho,11.7,-3.3
2359910,Kahin,11.8,-3.35
2359911,,12.51941,1.87191
2359912,,11.96667,-0.75
2359913,,13.59747,-1.85884
2359914,"Kagangamore,Kagangamoré,Koukomnore,Koukomnoré",11.41667,-0.28333
2359915,,10.45,-5.35
2359916,,11.23333,-1.78333
2359917,,10.95,-5.16667
2359918,,13.89495,-0.37293
2359919,,13.56769,-0.24432
2359920,,14.97077,-0.06706
2359921,,10.73333,-5.26667
2359922,"Kadonba,Kadonda",11.50121,-3.99976
2359923,"Kadigo Province,Kadiogo,Kadiogo Province,Kadiogo Seng,Kadiogo Séng,Kadiogo apskritis,Kadiogo probintzia,Kadiogo province,Kantionko,Province du Kadiogo,Provincia de Kadiogo,Provinsi Kadiogo,Prowincja Kadiogo,astan kadywgw,cang hwad kadi xo ko,ka jiao ge sheng,kadi'ogo pradesa,kadi'ogo pranta,kadigo pranta,kadigo prantya,kadiogo xian,kadiogohyeon,kadiyogo pravins,katiyoko makanam,pravincyja Kadyjoga,provincia di Kadiogo,Καντιόγκο,Кадиого,Кадіого,правінцыя Кадыёга,استان کادیوگو,مقاطعة كاديوغو,کادیوگو صوبہ,ߞߊߖߜ߭ߏ߫,कडीओगो प्रांत,कडीगो प्रांत,কাডিওগো প্রদেশ,કાડીઓગો પ્રાંત,கடியோகோ மாகாணம்,కడియోగో ప్రావిన్స్,ಕದಿಗೊ ಪ್ರಾಂತ್ಯ,කඩයෝගෝ පළාත,จังหวัดกาดิโอโก,カディオゴ県,卡焦戈省,카디오고현",12.33333,-1.5
2359924,Kadio,10.36667,-4.23333
2359925,,13.97634,-1.48333
2359926,,10.18333,-3.03333
2359927,"Kadakada,Kadenkada,Kalankada",13.21927,-2.44489
2359928,,11.48333,-1.65
2359929,,14.98752,-0.37602
2359930,,14.9778,-0.2849
2359931,,11.31667,-2.08333
2359932,,11.21667,-2.8
2359933,Kabourou,11.42255,-2.75654
2359934,,13.63658,0.21667
2359935,,11.3,-2.36667
2359936,"Kabouda,Kaboudo",12.36667,-0.71667
2359937,,14.03158,-1.75449
2359938,,10.4,-5.15
2359939,,9.98333,-4.96667
2359940,,11.93333,-2.61667
2359941,,13.36532,0.46737
2359942,,12.81667,-2.25
2359943,Kabinou,12.18333,-2.28333
2359945,"Kabega,Kabegha,Kabera,Kabégha,Kabéra",12.1591,-0.13564
2359946,,12.13333,-0.11667
2359947,,13.97788,0.20363
2359948,,11.11667,-2.78333
2359949,"Gaboro,Kabaro,Kaboro",11.36667,-2.53333
2359950,,10.48333,-5.36667
2359951,,12.76667,-2.11667
2359952,"Kabao,Kobao",13.93722,-1.51725
2359953,,11.93632,-4.97264
2359954,,11.53277,-4.7657
2359955,"Kaba,Kabba",12.71667,-2.05
2359956,,11.96667,2.01667
2359957,"Joles Ouidi,Jolés Ouidi,Joures Ouidi,Jourès Ouidi,Yoles-Ouidi,Yolès-Ouidi",12.16198,-1.54459
2359958,,13.46832,-0.55676
2359959,,9.9,-2.93333
2359960,,9.8285,-2.88572
2359961,,11.26667,-2.96667
2359962,,14.8897,-0.1676
2359963,,12.78333,-2.36667
2359964,,12.2,-0.38333
2359965,"Itaoua,Yitaoua",12.26859,-1.71143
2359966,"Itao,Yitao",12.21366,-1.81636
2359967,,13.58193,-2.44747
2359968,,13.02032,-0.74898
2359969,,13.58192,-1.2948
2359970,"Isouka,Yissouka,Yissouken,Yissoukin",12.11233,-1.28299
2359971,"Isouka,Yissouka",12.00395,-1.66555
2359972,,14.359,-0.92711
2359973,,10.7,-3.03333
2359974,,10.6,-3.0
2359975,,10.81667,-3.71667
2359976,,10.61667,-3.55
2359977,,10.06667,-3.58333
2359978,"Irigou,Irigu,Iringo,Iringoo,Iringou",8.83333,-3.8
2359979,,10.71667,-4.01667
2359980,,10.26667,-3.08333
2359981,,13.20735,-2.03402
2359982,,14.07401,-0.29229
2359983,"Iredie,Iridie,Irédié,Ividie,Ividié",11.86667,-2.66667
2359984,,13.25246,-4.0428
2359985,,13.4598,-2.46692
2359986,,9.9,-2.93333
2359987,,9.82275,-2.87709
2359988,"Ipendo,Ipèndo,Ypendo",12.01732,-2.30811
2359989,"Ipelse,Ipelsé,Ypelce,Ypelcé,Ypelse,Ypelsi,Ypelsé",11.96,-1.545
2359990,,13.6031,0.46109
2359991,,10.5,-3.0
2359992,,10.21667,-2.98333
2359993,,12.26667,-0.88333
2359994,,13.75972,-2.35823
2359995,,13.4089,-2.19695
2359996,Ipala,13.32614,-1.76526
2359997,,13.25083,-0.9017
2359998,,13.00301,-1.76579
2359999,"Ipala,Yipala",12.87064,-1.3121
2360000,"Ipala,Yipala",12.73708,-1.65198
2360001,"Ipala,Yipala",12.64436,-1.27946
2360002,"Ipala,Yipala",12.60887,-1.18364
2360003,"Ipala,Yipala",12.48508,-1.50147
2360004,Ipala,12.38333,-0.65
2360005,"Ipala,Yipala",12.07589,-1.91964
2360006,,10.91667,-3.01667
2360007,,10.15,-3.28333
2360008,,10.73333,-3.06667
2360009,,14.34441,0.26873
2360010,"Intiedougou,Intiedugu,Intiédougou,Jntiedougou",11.10909,-3.51335
2360011,,11.3,-0.7
2360012,"Intara,Liki",14.14495,-0.76254
2360013,"I-n-Tara,In Tara",14.32145,-0.26233
2360014,"I-n-Tangoum,In Tahgoum",14.91972,0.0466
2360015,,14.92328,0.08483
2360016,,12.78333,-0.06667
2360017,"I-n-Karana,In Karana",14.3989,-0.1816
2360018,,14.77013,-1.143
2360019,"I-n-Guitan,In Guitan",14.67349,-0.77101
2360020,"Inguilbo,Ingulbo",10.43333,-3.41667
2360021,,10.51667,-3.03333
2360022,,13.87871,-2.67112
2360023,,13.94827,-2.21226
2360024,,12.76667,-0.08333
2360025,"I-n-Fagagan,I-n-Fagagane",14.93005,0.06928
2360026,,11.43333,-2.93333
2360027,,10.21667,-3.48333
2360028,"Indahou Fouanou,Indahoufwanou",12.42482,2.17849
2360029,,13.44154,-1.69772
2360030,,13.88505,-0.68243
2360031,"Imkouka,Yimkouka",12.76768,-1.66947
2360032,"Imiougou,aymywgw,aymywqw,Имиоугоу,ایمیوقو,ایمیوگو",13.15117,-1.53926
2360033,"Imigou,Imiougou,Imiougou-Natenga,Immigou,Immigu,Imyougou,Yimiougou,Yimyougou",12.89833,-1.29889
2360034,Imiga,12.31667,-0.55
2360035,,14.79521,-0.15113
2360036,"Imegou,Imégou,Yimegou,Yimiougou,Yimégou",12.95752,-1.84325
2360037,,11.14742,-5.23585
2360038,,11.71667,-1.18333
2360039,,11.71667,-1.2
2360040,"Imansorho,Imansoro,Imassogo,Jmansogo",12.43827,-2.32708
2360041,,12.95,-0.6
2360042,,13.19958,0.16031
2360043,,13.2378,-1.12021
2360044,,12.01667,-2.01667
2360045,,13.82885,-2.22247
2360046,,13.75725,-1.01118
2360047,,13.1472,-3.4951
2360048,"Iliwatena,Iliwatèna,Iliwoatena,Iliwoaténa",13.84838,-2.01893
2360049,,11.96667,-1.58333
2360050,"Ileala,Iléala,Yileala,Yilela,Yiléala,Yiléla",12.8162,-1.00976
2360051,,13.28602,0.37253
2360052,,12.5,-2.15
2360053,,13.764,-0.75218
2360054,,12.68828,1.24026
2360055,"Igodoga,Igondara",13.59777,-1.78605
2360056,,10.18333,-3.46667
2360057,,11.81667,-2.63333
2360058,"Idiandiari,Idyandyari",12.56897,2.08315
2360059,,11.6,-1.75
2360060,,12.18333,0.43333
2360061,,12.28333,0.51667
2360062,"Ibomboue,Ibonboue,Ibonboué,Ybomboue,Ybomboué",11.15,-0.98333
2360063,"Ibo Koungui,Yanbara Koungui",12.25,-3.18333
2360064,Ibogo,11.93333,-0.9
2360065,,11.71667,-0.71667
2360066,,13.50053,-1.74193
2360067,"Ibi,Ibi Koudre,Ibi Koudré,Ybi",13.48178,-1.76409
2360068,,14.0944,-2.15074
2360069,"Ibele,Ibélé,Yibele,Yibèlé",12.71998,-1.74423
2360070,,13.6548,-0.56832
2360071,,13.56872,0.52168
2360072,,13.53125,-1.56667
2360073,"Hounde,Houndé,Hunde",11.5,-3.51667
2360074,,10.13333,-3.06667
2360075,"Houe,Houet,Houet Province,Houé,Province du Houe,Province du Houet,Province du Houé",11.33333,-4.25
2360076,"Hoube,Houbé,Houde,Houdé",13.85684,-0.93668
2360077,,13.70842,-0.68751
2360078,"Hore,Horé",13.27546,-1.67726
2360079,,13.19572,-1.45015
2360080,,13.28842,0.52641
2360081,,10.58333,-2.98333
2360082,,13.78166,-2.70676
2360083,"Hoga,Hogo",13.82069,0.06236
2360084,,13.75471,-1.84063
2360085,"Lake of Hippopotamuses,Mare aux Hippopotames",11.56174,-4.16215
2360086,,11.73333,-3.51667
2360087,"Higa,Lake Higa",13.61066,0.72083
2360088,,11.38333,-0.58333
2360089,"Hemkoa,Hemmkoa,Hèmmkoa",10.68333,-3.01667
2360090,,10.43333,-3.15
2360091,,10.43333,-3.15
2360092,,10.45,-3.13333
2360093,,10.46667,-3.26667
2360094,,13.4702,0.59993
2360095,"Hela,Hele,Helle,Hellé,Héla,Hélé",11.05,-2.25
2360096,,11.0,-2.68333
2360097,,13.31963,0.51822
2360098,,13.65424,0.35141
2360099,,12.80337,1.1318
2360100,,12.8376,-1.05914
2360101,,11.0,-2.75
2360102,,13.78002,-2.14456
2360103,,12.98333,-0.95
2360104,"Haho,Yaho",11.8,-3.55
2360105,Haho,11.78333,-3.31667
2360106,,13.88771,0.38609
2360107,,10.86667,-3.05
2360108,"Habe,Habé",11.86667,-3.13333
2360109,,13.01299,0.77945
2360110,,12.91667,0.73333
2360111,,11.4,-2.86667
2360112,,12.36667,0.31667
2360113,,12.4,-2.51667
2360114,,12.45,-0.85
2360115,"Guiefourgou,Guiéfourgou,Gyefourgou,Gyéfourgou",12.40659,-1.41132
2360116,"Die,Dié,Guie,Guié,Guye,Guyé,Gye,Gyé",12.79567,-1.60792
2360117,,12.71275,-1.95145
2360118,,13.3447,-1.73061
2360119,,13.51866,-0.08159
2360120,"Goahala,Gwahala",12.98014,-1.17174
2360121,"Goabga,Gwabaga",12.69804,-1.93081
2360122,,13.37582,-2.04601
2360123,Guitanga,13.06024,0.81857
2360124,"Guestoguen,Guistogen,Guistoguin",12.46919,-1.70531
2360125,,12.13333,-3.33333
2360126,,13.42479,0.57098
2360127,,13.46264,0.56448
2360128,,13.24775,-2.20316
2360129,,12.26667,-0.48333
2360130,,12.1,-2.31667
2360131,"Guiergo,Guirgo,Guiérgo",11.90278,-1.35944
2360132,,12.11667,-0.73333
2360133,,13.2517,0.69428
2360134,,12.15255,-1.6219
2360135,"Guipa,Guipdera,Guipdéra",12.98962,-1.72488
2360136,,11.93333,-1.93333
